Amount($)
52.87250448296473
53.53722956730769
53.34530525030525
51.59503409795412
51.38475672215109
52.57378071833648
52.78271573604061
52.57565244667503
52.363507507507514
52.45867217280813
52.049365482233505
53.218725490196086
51.823010618363526
53.52404805914972
53.59478772044415
51.7823384410393
52.28572821450336
52.69129785853342
51.44395009129641
52.64062420382165
52.027853142501556
51.5974705517669
53.0091203992514
51.818594497607656
